"No.","Time","Source","Destination","Protocol","Length","Info"
"11648","17.212700","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","510","Standard query response 0xd640 A rtb-csync.smartadserver.com CNAME rtb-csync-geo.usersync-prod-sas.akadns.net CNAME rtb-csync-na-rr.usersync-prod-sas.akadns.net CNAME rtb-csync-use1.smartadserver.com A 23.105.12.172 A 23.105.12.137 A 23.105.12.150 A 216.22.16.57 A 23.105.12.120 A 23.105.14.105 A 216.22.16.40 A 23.105.12.121 A 216.22.16.8 A 23.105.12.173 A 23.105.12.136 A 216.22.16.41 A 23.105.12.151 A 23.105.14.106 A 216.22.16.72 A 216.22.16.9 A 216.22.16.56 A 216.22.16.73"
"11649","17.212767","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","104","Standard query 0x8c38 AAAA equativ-match.dotomi.com"
"11650","17.213659","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","122","Standard query 0xaa80 A envoy-hl.envoy-csync.core-002-ew4.ov1o.com"
"11651","17.214259","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","294","Standard query response 0x9c7c HTTPS rtb-csync.smartadserver.com CNAME rtb-csync-geo.usersync-prod-sas.akadns.net CNAME rtb-csync-na-rr.usersync-prod-sas.akadns.net CNAME rtb-csync-use1.smartadserver.com SOA a11-65.akam.net"
"11652","17.214295","192.168.3.20","35.214.138.30","TCP","66","52117  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11653","17.214703","192.168.3.20","35.214.138.30","TCP","66","52118  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11654","17.216581","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","103","Standard query 0xdc9e HTTPS sync-tm.everesttech.net"
"11655","17.216612","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","294","Standard query response 0xe9ab AAAA rtb-csync.smartadserver.com CNAME rtb-csync-geo.usersync-prod-sas.akadns.net CNAME rtb-csync-na-rr.usersync-prod-sas.akadns.net CNAME rtb-csync-use1.smartadserver.com SOA a11-65.akam.net"
"11656","17.216968","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","103","Standard query 0x3ca8 A sync-tm.everesttech.net"
"11657","17.217141","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","103","Standard query 0x1f1c AAAA sync-tm.everesttech.net"
"11658","17.218073","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","136","Standard query response 0x77df A dual-a-0034.a-msedge.net A 13.107.21.237 A 204.79.197.237"
"11659","17.218350","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","112","Standard query 0x2a6b A rtb-csync-use1.smartadserver.com"
"11660","17.218638","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","104","Standard query 0x310c AAAA dual-a-0034.a-msedge.net"
"11661","17.218738","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","190","Standard query response 0x9f50 HTTPS eu-u.openx.net SOA ns-cloud-c1.googledomains.com"
"11662","17.220275","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","126","Standard query response 0xc246 A eu-u.openx.net A 34.98.64.218 A 35.244.159.8"
"11663","17.221848","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","190","Standard query response 0xe3cf AAAA eu-u.openx.net SOA ns-cloud-c1.googledomains.com"
"11664","17.222638","192.168.3.20","68.67.160.114","TLSv1.2","188","Application Data"
"11665","17.222863","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","180","Standard query response 0x5273 A equativ-match.dotomi.com CNAME bfp.global.dual.dotomi.weighted.com.akadns.net A 89.207.18.202"
"11666","17.223248","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","94","Standard query 0x31b6 A eu-u.openx.net"
"11667","17.223434","192.168.3.20","104.16.185.87","TCP","66","52119  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11668","17.223819","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","240","Standard query response 0x3e5a HTTPS equativ-match.dotomi.com CNAME bfp.global.dual.dotomi.weighted.com.akadns.net SOA internal.akadns.net"
"11669","17.225932","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","192","Standard query response 0x8c38 AAAA equativ-match.dotomi.com CNAME bfp.global.dual.dotomi.weighted.com.akadns.net AAAA 2606:ae80:10::ca"
"11670","17.227276","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","126","Standard query 0x9334 A bfp.global.dual.dotomi.weighted.com.akadns.net"
"11671","17.230954","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","282","Standard query response 0xaa80 A envoy-hl.envoy-csync.core-002-ew4.ov1o.com A 34.1.248.70 A 34.1.224.215 A 35.214.162.172 A 35.214.154.214 A 35.214.205.154 A 35.214.202.49 A 34.1.237.34 A 35.214.138.30 A 35.214.155.159 A 35.214.241.197"
"11672","17.230954","23.201.217.60","192.168.3.20","TLSv1.3","341","Application Data"
"11673","17.230954","23.201.217.60","192.168.3.20","TLSv1.3","341","Application Data"
"11674","17.230954","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","267","Standard query response 0xdc9e HTTPS sync-tm.everesttech.net CNAME sync.tubemogul.com CNAME syncf.tubemogul.com CNAME h2.shared.global.fastly.net SOA ns1.fastly.net"
"11675","17.230954","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","126","Standard query response 0x31b6 A eu-u.openx.net A 34.98.64.218 A 35.244.159.8"
"11676","17.230954","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","212","Standard query response 0x3ca8 A sync-tm.everesttech.net CNAME sync.tubemogul.com CNAME syncf.tubemogul.com CNAME h2.shared.global.fastly.net A 151.101.94.49"
"11677","17.230954","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","267","Standard query response 0x1f1c AAAA sync-tm.everesttech.net CNAME sync.tubemogul.com CNAME syncf.tubemogul.com CNAME h2.shared.global.fastly.net SOA ns1.fastly.net"
"11678","17.231110","192.168.3.20","23.201.217.60","TCP","54","52115  >  443 [ACK] Seq=2076 Ack=4222 Win=131328 Len=0"
"11679","17.231356","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","94","Standard query 0x1a16 AAAA eu-u.openx.net"
"11680","17.231356","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","122","Standard query 0x895a AAAA envoy-hl.envoy-csync.core-002-ew4.ov1o.com"
"11681","17.231896","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","400","Standard query response 0x2a6b A rtb-csync-use1.smartadserver.com A 23.105.12.150 A 23.105.12.172 A 23.105.12.121 A 216.22.16.41 A 216.22.16.40 A 23.105.14.105 A 216.22.16.8 A 216.22.16.57 A 23.105.12.151 A 23.105.12.137 A 216.22.16.56 A 23.105.12.120 A 216.22.16.72 A 23.105.14.106 A 23.105.12.136 A 216.22.16.9 A 23.105.12.173 A 216.22.16.73"
"11682","17.231896","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","132","Standard query response 0x310c AAAA dual-a-0034.a-msedge.net AAAA 2620:1ec:c11::237"
"11683","17.232331","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","107","Standard query 0xe1a8 A h2.shared.global.fastly.net"
"11684","17.232420","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","112","Standard query 0x76f5 AAAA rtb-csync-use1.smartadserver.com"
"11685","17.234976","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","142","Standard query response 0x9334 A bfp.global.dual.dotomi.weighted.com.akadns.net A 89.207.18.202"
"11686","17.235533","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","126","Standard query 0xffb3 AAAA bfp.global.dual.dotomi.weighted.com.akadns.net"
"11687","17.237784","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","226","Standard query response 0x895a AAAA envoy-hl.envoy-csync.core-002-ew4.ov1o.com SOA ns-cloud-a1.googledomains.com"
"11688","17.238727","23.201.217.60","192.168.3.20","TLSv1.3","115","Application Data"
"11689","17.238727","23.201.217.60","192.168.3.20","TLSv1.3","85","Application Data"
"11690","17.238727","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","190","Standard query response 0x1a16 AAAA eu-u.openx.net SOA ns-cloud-c1.googledomains.com"
"11691","17.238761","192.168.3.20","23.201.217.60","TCP","54","52115  >  443 [ACK] Seq=2076 Ack=4314 Win=131072 Len=0"
"11692","17.238838","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","123","Standard query response 0xe1a8 A h2.shared.global.fastly.net A 151.101.94.49"
"11693","17.238922","192.168.3.20","23.201.217.60","TLSv1.3","85","Application Data"
"11694","17.239389","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","107","Standard query 0xda18 AAAA h2.shared.global.fastly.net"
"11695","17.240625","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","154","Standard query response 0xffb3 AAAA bfp.global.dual.dotomi.weighted.com.akadns.net AAAA 2606:ae80:10::ca"
"11696","17.244222","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","178","Standard query response 0xda18 AAAA h2.shared.global.fastly.net SOA ns1.fastly.net"
"11697","17.254191","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","184","Standard query response 0x76f5 AAAA rtb-csync-use1.smartadserver.com SOA a11-65.akam.net"
"11698","17.254249","192.168.3.20","151.101.93.108","TCP","54","52114  >  443 [ACK] Seq=1989 Ack=4200 Win=131584 Len=0"
"11699","17.254410","192.168.3.20","200.192.100.13","DNS","92","Standard query 0x76f5 AAAA rtb-csync-use1.smartadserver.com"
"11700","17.255270","192.168.3.20","23.201.217.60","TLSv1.3","358","Application Data"
"11701","17.258894","200.192.100.13","192.168.3.20","DNS","164","Standard query response 0x76f5 AAAA rtb-csync-use1.smartadserver.com SOA a11-65.akam.net"
"11702","17.258914","192.168.3.20","200.192.100.13","ICMP","192","Destination unreachable (Port unreachable)"
"11703","17.276800","104.18.27.193","192.168.3.20","QUIC","68","Protected Payload (KP0), DCID=58ef64"
"11704","17.283454","2602:803:c002:200::32","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52070 [ACK] Seq=35019 Ack=15535 Win=202560 Len=0"
"11705","17.283454","23.201.217.60","192.168.3.20","TCP","54","443  >  52115 [ACK] Seq=4314 Ack=2411 Win=64128 Len=0"
"11706","17.284708","2602:803:c002:200::32","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52070 [ACK] Seq=35019 Ack=17016 Win=202560 Len=0"
"11707","17.284708","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=80959 Ack=41495 Win=60720 Len=0"
"11708","17.285367","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=80959 Ack=42280 Win=60656 Len=0"
"11709","17.285367","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11710","17.285367","104.18.27.193","192.168.3.20","QUIC","68","Protected Payload (KP0), DCID=58ef64"
"11711","17.286449","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81007 Ack=42355 Win=60720 Len=0"
"11712","17.286566","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81007 Ack=43144 Win=60656 Len=0"
"11713","17.286566","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11714","17.286604","192.168.3.20","147.135.119.115","TCP","54","52059  >  443 [ACK] Seq=53338 Ack=81055 Win=66304 Len=0"
"11715","17.287402","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81055 Ack=43219 Win=60720 Len=0"
"11716","17.288703","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81055 Ack=43971 Win=60688 Len=0"
"11717","17.288703","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81055 Ack=44046 Win=60616 Len=0"
"11718","17.288703","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11719","17.289327","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81103 Ack=44838 Win=60656 Len=0"
"11720","17.289327","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11721","17.289327","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81151 Ack=44913 Win=60720 Len=0"
"11722","17.289327","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81151 Ack=45706 Win=60656 Len=0"
"11723","17.289360","192.168.3.20","147.135.119.115","TCP","54","52059  >  443 [ACK] Seq=53338 Ack=81151 Win=66304 Len=0"
"11724","17.289421","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11725","17.289421","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81199 Ack=45781 Win=60720 Len=0"
"11726","17.290392","147.135.119.115","192.168.3.20","TLSv1.3","314","Application Data"
"11727","17.290392","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81459 Ack=46574 Win=60656 Len=0"
"11728","17.290392","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11729","17.290392","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=81507 Ack=46649 Win=60720 Len=0"
"11730","17.290436","192.168.3.20","147.135.119.115","TCP","54","52059  >  443 [ACK] Seq=53338 Ack=81507 Win=66048 Len=0"
"11731","17.295068","104.16.185.87","192.168.3.20","QUIC","1242","Initial, DCID=bf1e30, SCID=01b3551691dc94893cb291167ddca2da85ef0d2b, PKN: 0, ACK"
"11732","17.295068","104.18.24.18","192.168.3.20","TCP","66","443  >  52116 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"11733","17.295210","192.168.3.20","104.18.24.18","TCP","54","52116  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11734","17.296175","104.16.185.87","192.168.3.20","QUIC","1242","Initial, DCID=bf1e30, SCID=01b3551691dc94893cb291167ddca2da85ef0d2b, PKN: 1, CRYPTO"
"11735","17.296175","147.135.119.115","192.168.3.20","TLSv1.3","1262","Application Data"
"11736","17.296175","147.135.119.115","192.168.3.20","TLSv1.3","640","Application Data"
"11737","17.296175","104.16.185.87","192.168.3.20","QUIC","1242","Handshake, DCID=bf1e30, SCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11738","17.296265","192.168.3.20","147.135.119.115","TCP","54","52059  >  443 [ACK] Seq=53338 Ack=82715 Win=66560 Len=0"
"11739","17.296401","104.16.185.87","192.168.3.20","QUIC","1242","Handshake, DCID=bf1e30, SCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11740","17.296401","104.18.27.193","192.168.3.20","QUIC","68","Protected Payload (KP0), DCID=58ef64"
"11741","17.296401","104.16.185.87","192.168.3.20","QUIC","915","Handshake, DCID=bf1e30, SCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11742","17.296810","192.168.3.20","104.18.24.18","TLSv1.3","1953","Client Hello (SNI=js-sec.indexww.com)"
"11743","17.297239","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83301 Ack=47393 Win=60688 Len=0"
"11744","17.297239","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83301 Ack=47468 Win=60616 Len=0"
"11745","17.297239","147.135.119.115","192.168.3.20","TLSv1.3","102","Application Data"
"11746","17.297239","147.135.119.115","192.168.3.20","TCP","66","[TCP Dup ACK 11744#1] 443  >  52059 [ACK] Seq=83349 Ack=47468 Win=60720 Len=0 SLE=48176 SRE=48251"
"11747","17.297239","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=48251 Win=60432 Len=0"
"11748","17.297284","192.168.3.20","147.135.119.115","TCP","54","52059  >  443 [ACK] Seq=53338 Ack=83349 Win=65792 Len=0"
"11749","17.297476","147.135.119.115","192.168.3.20","TCP","66","[TCP Window Update] 443  >  52059 [ACK] Seq=83349 Ack=48251 Win=60720 Len=0 SLE=49007 SRE=49082"
"11750","17.297476","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=49082 Win=60400 Len=0"
"11751","17.297476","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=49868 Win=60720 Len=0"
"11752","17.297476","34.102.185.99","192.168.3.20","QUIC","524","Protected Payload (KP0), DCID=f901ee"
"11753","17.298365","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=49943 Win=60720 Len=0"
"11754","17.298365","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=50733 Win=60720 Len=0"
"11755","17.301238","68.67.160.114","192.168.3.20","TLSv1.2","96","Application Data"
"11756","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44307 Ack=64653 Win=92672 Len=0"
"11757","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44307 Ack=66739 Win=98304 Len=0"
"11758","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44307 Ack=68188 Win=100864 Len=0"
"11759","17.301238","68.67.160.114","192.168.3.20","TLSv1.2","96","Application Data"
"11760","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44349 Ack=69815 Win=106496 Len=0"
"11761","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44349 Ack=71374 Win=109568 Len=0"
"11762","17.301238","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44349 Ack=73511 Win=113664 Len=0"
"11763","17.301325","192.168.3.20","68.67.160.114","TCP","54","52066  >  443 [ACK] Seq=80905 Ack=44349 Win=66304 Len=0"
"11764","17.301546","192.168.3.20","104.16.185.87","QUIC","97","Handshake, DCID=01b3551691dc94893cb291167ddca2da85ef0d2b, SCID=bf1e30"
"11765","17.301824","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=51601 Win=60368 Len=0"
"11766","17.301824","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=51676 Win=60720 Len=0"
"11767","17.301824","147.135.119.115","192.168.3.20","TCP","66","[TCP Dup ACK 11766#1] 443  >  52059 [ACK] Seq=83349 Ack=51676 Win=60720 Len=0 SLE=52470 SRE=52545"
"11768","17.301824","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=52545 Win=60368 Len=0"
"11769","17.301824","147.135.119.115","192.168.3.20","TCP","54","443  >  52059 [ACK] Seq=83349 Ack=53338 Win=60720 Len=0"
"11770","17.302596","192.168.3.20","34.102.185.99","QUIC","78","Protected Payload (KP0), DCID=e1f58b291f03520b"
"11771","17.302637","68.67.160.114","192.168.3.20","TLSv1.2","96","Application Data"
"11772","17.302637","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44391 Ack=77591 Win=121856 Len=0"
"11773","17.302637","68.67.160.114","192.168.3.20","TCP","54","443  >  52066 [ACK] Seq=44391 Ack=80771 Win=128000 Len=0"
"11774","17.302637","68.67.160.114","192.168.3.20","TLSv1.2","785","Application Data"
"11775","17.302637","68.67.160.114","192.168.3.20","TLSv1.2","1157","Application Data"
"11776","17.302701","192.168.3.20","68.67.160.114","TCP","54","52066  >  443 [ACK] Seq=80905 Ack=46225 Win=66560 Len=0"
"11777","17.308445","192.168.3.20","104.16.185.87","QUIC","191","Protected Payload (KP0), DCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11778","17.308607","23.201.217.60","192.168.3.20","TLSv1.3","199","Application Data"
"11779","17.308631","192.168.3.20","104.16.185.87","QUIC","119","Protected Payload (KP0), DCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11780","17.312930","192.168.3.20","104.16.185.87","QUIC","395","Protected Payload (KP0), DCID=01b3551691dc94893cb291167ddca2da85ef0d2b"
"11781","17.323644","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:c11::237","TCP","86","52120  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"11782","17.325863","192.168.3.20","34.98.64.218","QUIC","1294","Initial, DCID=cc262d1fcedef474, SCID=68f0ef, PKN: 0, CRYPTO"
"11783","17.327409","192.168.3.20","23.105.12.172","TCP","66","52121  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11784","17.327799","192.168.3.20","23.105.12.172","TCP","66","52122  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11785","17.328777","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:ae80:10::ca","TCP","86","52123  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"11786","17.329446","192.168.3.20","151.101.94.49","TCP","66","52124  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11787","17.329833","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:ae80:10::ca","TCP","86","52125  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"11788","17.330573","192.168.3.20","151.101.94.49","TCP","66","52126  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11789","17.335294","2620:1ec:c11::237","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52120 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=256 SACK_PERM"
"11790","17.335376","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:c11::237","TCP","74","52120  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11791","17.336804","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:c11::237","TLSv1.3","1965","Client Hello (SNI=c.bing.com)"
"11792","17.338728","151.101.94.49","192.168.3.20","TCP","66","443  >  52124 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=512"
"11793","17.338807","192.168.3.20","151.101.94.49","TCP","54","52124  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11794","17.338940","2606:ae80:10::ca","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52123 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"11795","17.338940","34.102.185.99","192.168.3.20","QUIC","69","Protected Payload (KP0), DCID=f901ee"
"11796","17.339044","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:ae80:10::ca","TCP","74","52123  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11797","17.339848","151.101.94.49","192.168.3.20","TCP","66","443  >  52126 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=512"
"11798","17.339848","2606:ae80:10::ca","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52125 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"11799","17.339914","192.168.3.20","151.101.94.49","TCP","54","52126  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11800","17.340009","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:ae80:10::ca","TCP","74","52125  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11801","17.340756","34.98.64.218","192.168.3.20","QUIC","1294","Handshake, DCID=68f0ef, SCID=ec262d1fcedef474"
"11802","17.340756","34.98.64.218","192.168.3.20","QUIC","1294","Handshake, DCID=68f0ef, SCID=ec262d1fcedef474"
"11803","17.340756","34.98.64.218","192.168.3.20","QUIC","1133","Protected Payload (KP0), DCID=68f0ef"
"11804","17.341021","192.168.3.20","151.101.94.49","TLSv1.2","1958","Client Hello (SNI=sync-tm.everesttech.net)"
"11805","17.342817","23.201.217.60","192.168.3.20","TLSv1.3","85","Application Data"
"11806","17.342852","192.168.3.20","23.201.217.60","TCP","54","52115  >  443 [ACK] Seq=2411 Ack=4490 Win=131072 Len=0"
"11807","17.344107","104.16.185.87","192.168.3.20","TCP","66","443  >  52119 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"11808","17.344203","192.168.3.20","104.16.185.87","TCP","54","52119  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"11809","17.344945","192.168.3.20","34.98.64.218","QUIC","85","Handshake, DCID=ec262d1fcedef474, SCID=68f0ef"
"11810","17.346812","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:ae80:10::ca","TLSv1.3","1979","Client Hello (SNI=equativ-match.dotomi.com)"
"11811","17.348336","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","96","Standard query 0xb42e HTTPS t.tailtarget.com"
"11812","17.348523","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","96","Standard query 0xaa77 A t.tailtarget.com"
"11813","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1290","Protected Payload (KP0), DCID=71e321"
"11814","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11815","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11816","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11817","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11818","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11819","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"11820","17.348677","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
